??ID,????,????,????,????,??
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.2","	2026-07-24 23:14:59"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:59"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.1","	2026-07-24 23:14:57"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:14:57"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.2","	2026-07-24 23:14:55"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:14:55"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.2","	2026-07-24 23:14:53"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:53"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.2","	2026-07-24 23:14:51"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:51"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.3","	2026-07-24 23:14:49"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:49"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.3","	2026-07-24 23:14:47"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:47"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.3","	2026-07-24 23:14:45"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:45"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.3","	2026-07-24 23:14:43"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:43"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.3","	2026-07-24 23:14:40"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:40"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.4","	2026-07-24 23:14:38"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:38"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.4","	2026-07-24 23:14:36"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:36"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:34"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:34"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:32"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:32"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:30"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:14:30"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:28"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:14:28"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:26"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:26"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:24"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:24"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:22"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:22"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:20"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:20"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:18"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:18"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:16"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:16"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:14"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:14"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:12"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:12"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:10"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:10"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:08"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:08"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:14:06"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:06"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:04"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:14:04"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:02"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:02"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:14:00"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:14:00"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:13:57"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:13:57"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:13:55"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:55"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:13:53"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:53"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:13:51"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:51"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:13:49"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:13:49"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.4","	2026-07-24 23:13:47"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:47"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.4","	2026-07-24 23:13:45"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:45"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.4","	2026-07-24 23:13:43"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:43"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.5","	2026-07-24 23:13:41"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:41"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:13:39"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:39"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:13:37"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:37"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.6","	2026-07-24 23:13:35"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:35"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:33"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:33"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:31"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:31"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:29"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:29"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:27"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:27"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:25"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:25"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:23"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:23"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:21"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:21"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:19"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:19"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:17"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:17"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:15"
"	6A0C0938","	Ambient","	1","	B01??(?)","	22","	2026-07-24 23:13:15"
"	6A0C0938","	Ambient","	1","	B01??(%RH)","	74.7","	2026-07-24 23:13:12"
"	6A0C0938","	Ambient","	1","	B01??(?)","	21.9","	2026-07-24 23:13:12"
