??ID,????,????,????,????,??
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.7","	2026-07-24 23:15:00"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:15:00"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.7","	2026-07-24 23:14:58"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:58"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.7","	2026-07-24 23:14:56"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:56"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:54"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:54"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.7","	2026-07-24 23:14:52"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:52"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.7","	2026-07-24 23:14:50"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:50"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.7","	2026-07-24 23:14:48"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:48"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:45"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:45"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:43"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:43"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:41"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:41"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:39"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:39"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:37"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:37"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:35"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:35"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:33"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:33"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:31"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:31"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:29"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:29"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:27"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:27"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:25"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:25"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:23"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:23"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:21"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:21"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:19"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:19"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:17"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:17"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:15"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.2","	2026-07-24 23:14:15"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:13"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:13"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:11"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:11"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:09"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:09"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:07"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:07"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:05"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:05"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:14:03"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:03"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:14:00"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:14:00"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:58"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:58"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:56"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:56"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:54"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:54"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:52"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:52"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.6","	2026-07-24 23:13:50"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:50"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:48"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:48"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:46"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:46"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:44"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:44"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:42"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:42"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:40"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:40"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:38"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:38"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.5","	2026-07-24 23:13:36"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	7.1","	2026-07-24 23:13:36"
