??ID,????,????,????,????,??
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.2","	2026-07-23 21:27:51"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:51"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:49"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.5","	2026-07-23 21:27:49"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:47"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:47"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.2","	2026-07-23 21:27:45"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:45"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:43"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:43"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:40"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:40"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:38"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:38"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:36"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:36"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:34"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:34"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:32"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:32"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.2","	2026-07-23 21:27:30"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:30"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:28"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:28"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:26"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:26"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:24"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:24"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:22"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:22"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:20"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:20"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.2","	2026-07-23 21:27:18"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:18"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:16"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:16"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:14"
"	69BA0CDE","	Chamber1","	1","	B01??(?)","	9.4","	2026-07-23 21:27:14"
"	69BA0CDE","	Chamber1","	1","	B01??(%RH)","	86.1","	2026-07-23 21:27:12"
